	Protien	Hits
10123	LOC_Os03g53220.1	586
10124	LOC_Os06g24110.1	586
10125	LOC_Os01g49830.1	586
10126	LOC_Os10g30840.1	585
10127	LOC_Os04g09930.1	584
10128	LOC_Os09g33460.1	584
10129	LOC_Os08g23400.1	584
10130	LOC_Os10g13530.1	584
10131	LOC_Os09g14500.1	584
10132	LOC_Os09g24490.1	584
10133	LOC_Os07g37200.1	584
10134	LOC_Os02g39110.1	584
10135	LOC_Os12g35130.1	584
10136	LOC_Os01g73344.1	584
10137	LOC_Os12g33910.1	584
10138	LOC_Os04g35870.1	584
10139	LOC_Os09g11040.1	584
10140	LOC_Os07g16770.1	584
10141	LOC_Os08g08610.1	584
10142	LOC_Os07g39670.1	584
10143	LOC_Os11g15400.1	584
10144	LOC_Os05g01470.2	584
10145	LOC_Os05g38550.2	582
10146	LOC_Os04g55879.1	582
10147	LOC_Os11g26950.1	582
10148	LOC_Os07g08970.1	582
10149	LOC_Os10g32300.1	582
10150	LOC_Os10g22640.1	582
10151	LOC_Os04g37904.2	582
10152	LOC_Os12g27140.1	582
10153	LOC_Os05g47930.3	582
10154	LOC_Os07g20670.1	582
10155	LOC_Os05g19410.1	582
10156	LOC_Os10g20570.1	582
10157	LOC_Os08g18100.1	582
10158	LOC_Os04g24110.1	582
10159	LOC_Os09g35830.1	582
10160	LOC_Os08g44570.1	582
10161	LOC_Os01g16650.1	582
10162	LOC_Os06g33950.1	582
10163	LOC_Os07g11400.1	582
10164	LOC_Os07g42060.1	582
10165	LOC_Os06g08950.1	582
10166	LOC_Os10g42999.1	582
10167	LOC_Os05g31440.1	582
10168	LOC_Os01g70140.1	582
10169	LOC_Os02g16040.2	582
10170	LOC_Os08g43070.1	582
10171	LOC_Os01g71520.1	582
10172	LOC_Os08g22110.1	582
10173	LOC_Os02g09590.1	582
10174	LOC_Os04g25820.1	582
10175	LOC_Os08g27350.1	582
10176	LOC_Os08g15230.1	582
10177	ChrSy.fgenesh.mRNA.55	582
10178	LOC_Os05g16790.1	582
10179	LOC_Os04g43760.2	580
10180	LOC_Os07g28530.1	580
10181	LOC_Os07g24990.1	580
10182	LOC_Os06g51130.1	580
10183	LOC_Os07g37530.2	580
10184	LOC_Os07g37530.1	580
10185	LOC_Os08g18940.1	580
10186	LOC_Os06g49950.1	580
10187	LOC_Os11g27370.1	580
10188	LOC_Os01g73000.2	580
10189	LOC_Os03g21260.1	580
10190	LOC_Os08g23770.1	580
10191	LOC_Os06g47330.2	580
10192	LOC_Os04g12250.1	580
10193	LOC_Os10g03300.1	580
10194	LOC_Os09g07580.1	580
10195	LOC_Os03g44310.1	580
10196	LOC_Os11g24930.1	580
10197	LOC_Os10g37490.1	580
10198	LOC_Os03g03930.2	580
10199	LOC_Os04g20540.1	580
10200	LOC_Os03g17164.1	580
10201	LOC_Os02g53060.2	580
10202	LOC_Os03g51690.3	580
10203	LOC_Os05g07700.4	580
10204	LOC_Os07g13420.1	580
10205	LOC_Os08g22960.1	580
10206	LOC_Os03g46400.1	580
10207	LOC_Os01g73000.1	580
10208	LOC_Os08g21360.1	580
10209	LOC_Os06g48370.1	580
10210	LOC_Os03g44390.1	580
10211	LOC_Os04g39629.1	580
10212	LOC_Os03g03930.1	580
10213	LOC_Os06g38420.1	580
10214	LOC_Os05g04740.1	580
10215	LOC_Os04g08540.1	580
10216	LOC_Os01g59930.2	580
10217	LOC_Os08g27110.1	578
10218	LOC_Os03g02500.1	578
10219	LOC_Os04g57220.1	578
10220	LOC_Os04g07710.1	578
10221	LOC_Os04g57220.3	578
10222	LOC_Os08g21220.1	578
10223	LOC_Os04g57010.2	578
10224	LOC_Os12g24020.2	578
10225	LOC_Os06g17520.1	578
10226	LOC_Os10g33570.1	578
10227	LOC_Os04g57220.2	578
10228	LOC_Os08g32030.1	578
10229	LOC_Os12g27880.1	578
10230	LOC_Os02g20970.1	578
10231	LOC_Os06g41750.1	578
10232	LOC_Os01g45810.1	578
10233	LOC_Os05g21170.1	578
10234	LOC_Os09g17450.1	578
10235	LOC_Os02g51750.2	578
10236	LOC_Os04g59100.1	578
10237	LOC_Os09g13180.1	578
10238	LOC_Os01g27210.1	578
10239	LOC_Os05g16720.1	578
10240	LOC_Os08g12020.1	578
10241	LOC_Os11g16530.2	576
10242	LOC_Os02g30150.1	576
10243	LOC_Os10g12050.2	576
10244	LOC_Os06g06400.1	576
10245	LOC_Os07g41880.1	576
10246	LOC_Os05g07700.3	576
10247	LOC_Os04g09840.1	576
10248	LOC_Os07g45350.5	576
10249	LOC_Os11g16530.1	576
10250	LOC_Os04g21560.1	576
10251	LOC_Os09g28560.1	576
10252	LOC_Os04g41050.1	576
10253	LOC_Os05g19190.1	576
10254	LOC_Os08g03220.1	576
10255	LOC_Os09g17030.1	576
10256	LOC_Os01g19100.1	576
10257	LOC_Os10g12050.1	576
10258	LOC_Os04g19900.1	576
10259	LOC_Os07g42420.1	574
10260	LOC_Os04g05670.1	574
10261	LOC_Os05g03030.1	574
10262	LOC_Os04g53390.1	574
10263	LOC_Os09g23790.1	574
10264	LOC_Os03g03830.1	574
10265	LOC_Os11g03090.1	574
10266	LOC_Os07g39020.1	574
10267	LOC_Os06g07290.1	574
10268	LOC_Os04g24840.1	574
10269	LOC_Os01g34840.1	574
10270	LOC_Os09g16850.1	574
10271	LOC_Os01g47690.1	574
10272	LOC_Os07g30360.1	574
10273	LOC_Os12g43590.1	574
10274	LOC_Os06g48380.1	574
10275	LOC_Os01g47250.1	574
10276	LOC_Os12g26780.1	574
10277	LOC_Os05g16600.1	574
10278	LOC_Os06g05400.1	574
10279	LOC_Os04g56460.1	574
10280	LOC_Os09g21160.1	574
10281	LOC_Os04g39400.1	574
10282	LOC_Os04g40540.2	574
10283	LOC_Os12g24364.1	574
10284	LOC_Os04g30720.2	574
10285	LOC_Os08g36930.1	574
10286	LOC_Os02g05220.1	574
10287	LOC_Os08g14400.1	574
10288	LOC_Os10g10810.1	574
10289	LOC_Os06g42980.1	574
10290	LOC_Os10g10830.1	574
10291	LOC_Os05g13610.1	572
10292	LOC_Os10g01320.1	572
10293	LOC_Os05g07700.1	572
10294	LOC_Os11g20290.1	572
10295	LOC_Os04g20360.1	572
10296	LOC_Os11g12060.1	572
10297	LOC_Os01g62810.4	572
10298	LOC_Os11g43670.1	572
10299	LOC_Os06g49470.1	572
10300	LOC_Os02g40390.1	572
10301	LOC_Os05g26420.1	572
10302	LOC_Os08g25240.1	572
10303	LOC_Os04g50160.1	572
10304	LOC_Os01g16200.1	572
10305	LOC_Os02g55910.2	572
10306	LOC_Os05g49110.1	572
10307	LOC_Os06g32470.1	572
10308	LOC_Os09g31514.2	572
10309	LOC_Os06g24790.1	572
10310	LOC_Os07g41750.3	572
10311	LOC_Os02g05550.1	572
10312	LOC_Os12g17130.1	572
10313	LOC_Os02g36340.2	572
10314	LOC_Os04g07660.1	572
10315	LOC_Os05g01470.1	572
10316	LOC_Os10g39120.1	572
10317	LOC_Os05g20129.1	572
10318	LOC_Os07g45680.1	572
10319	LOC_Os07g30430.1	572
10320	LOC_Os10g16900.1	572
10321	LOC_Os08g05600.1	572
10322	LOC_Os03g24640.1	572
10323	LOC_Os10g03290.1	570
10324	LOC_Os06g45270.1	570
10325	LOC_Os10g18294.1	570
10326	LOC_Os10g09970.1	570
10327	LOC_Os11g14970.1	570
10328	LOC_Os05g01470.3	570
10329	LOC_Os06g45000.1	570
10330	LOC_Os06g17040.1	570
10331	LOC_Os01g62244.2	570
10332	LOC_Os07g35060.1	570
10333	LOC_Os09g04740.1	570
10334	LOC_Os07g35060.2	570
10335	LOC_Os04g20040.1	570
10336	LOC_Os01g15460.3	570
10337	LOC_Os04g21210.1	570
10338	LOC_Os04g32730.1	570
10339	LOC_Os10g12030.1	570
10340	LOC_Os02g30580.1	570
10341	LOC_Os12g26610.1	570
10342	LOC_Os06g31000.1	570
10343	LOC_Os06g45000.2	570
10344	LOC_Os08g44520.2	570
10345	LOC_Os03g63790.1	570
10346	LOC_Os11g02880.1	570
10347	LOC_Os04g56450.1	570
10348	LOC_Os01g45430.1	570
10349	LOC_Os12g37010.1	570
10350	LOC_Os12g40810.1	570
10351	LOC_Os10g13980.1	570
10352	LOC_Os08g44520.1	570
10353	LOC_Os11g12490.1	570
10354	LOC_Os04g35260.1	570
10355	LOC_Os03g03250.1	570
10356	LOC_Os06g06390.1	568
10357	LOC_Os07g46450.1	568
10358	LOC_Os02g51850.2	568
10359	LOC_Os02g53400.1	568
10360	LOC_Os05g42960.1	568
10361	LOC_Os04g57220.4	568
10362	LOC_Os09g39780.2	568
10363	LOC_Os10g31590.1	568
10364	LOC_Os07g11610.1	568
10365	LOC_Os08g24270.1	568
10366	LOC_Os03g46860.1	568
10367	LOC_Os04g26290.1	568
10368	LOC_Os03g54960.1	568
10369	ChrSy.fgenesh.mRNA.83	568
10370	LOC_Os08g01900.1	568
10371	LOC_Os03g29170.2	568
10372	LOC_Os04g20990.1	568
10373	LOC_Os07g31630.1	568
10374	LOC_Os09g08900.1	568
10375	LOC_Os12g09840.1	568
10376	LOC_Os12g11110.1	568
10377	LOC_Os02g43450.1	568
10378	ChrSy.fgenesh.mRNA.12	568
10379	LOC_Os09g14550.1	568
10380	ChrSy.fgenesh.mRNA.38	568
10381	LOC_Os05g07500.1	568
10382	LOC_Os08g33070.1	568
10383	LOC_Os11g32720.1	568
10384	LOC_Os11g28570.1	568
10385	LOC_Os09g39780.1	568
10386	LOC_Os09g01240.1	567
10387	LOC_Os05g11414.1	567
10388	LOC_Os05g14340.1	566
10389	LOC_Os02g02890.1	566
10390	LOC_Os07g45350.4	566
10391	LOC_Os04g48910.1	566
10392	LOC_Os05g01270.1	566
10393	LOC_Os08g04510.1	566
10394	LOC_Os12g08620.1	566
10395	LOC_Os08g22540.1	566
10396	LOC_Os01g67410.1	566
10397	LOC_Os04g03100.1	566
10398	LOC_Os04g32110.1	566
10399	LOC_Os11g27410.1	566
10400	LOC_Os10g12530.1	566
10401	LOC_Os01g46770.1	566
10402	LOC_Os01g18210.1	566
10403	LOC_Os02g38630.1	566
10404	LOC_Os01g31190.1	566
10405	LOC_Os09g14830.1	566
10406	LOC_Os11g42320.1	566
10407	LOC_Os06g07430.1	566
10408	LOC_Os01g15350.1	566
10409	LOC_Os11g12690.1	566
10410	LOC_Os11g34270.1	566
10411	LOC_Os06g47330.1	566
10412	LOC_Os09g25120.1	566
10413	LOC_Os03g41624.1	566
10414	LOC_Os06g47270.1	566
10415	LOC_Os11g04840.1	566
10416	LOC_Os03g53810.1	566
10417	LOC_Os08g24730.1	566
10418	LOC_Os02g36340.1	566
10419	LOC_Os01g37540.1	566
10420	LOC_Os10g09400.1	566
10421	LOC_Os04g57590.3	566
10422	ChrSy.fgenesh.mRNA.22	566
10423	LOC_Os01g62410.2	566
10424	LOC_Os06g24810.1	566
10425	LOC_Os04g27890.1	566
10426	LOC_Os04g47740.1	566
10427	LOC_Os02g06050.1	566
10428	LOC_Os01g64600.1	566
10429	LOC_Os12g17490.1	566
10430	LOC_Os08g27280.1	566
10431	LOC_Os01g47690.2	566
10432	LOC_Os02g18900.1	564
10433	LOC_Os02g38380.1	564
10434	LOC_Os08g32790.1	564
10435	LOC_Os09g36670.1	564
10436	LOC_Os09g16350.1	564
10437	LOC_Os03g24180.1	564
10438	LOC_Os08g44700.1	564
10439	LOC_Os02g16950.1	564
10440	LOC_Os03g44470.1	564
10441	LOC_Os05g04770.1	564
10442	LOC_Os01g23040.1	564
10443	LOC_Os02g02480.1	564
10444	LOC_Os05g16120.1	564
10445	LOC_Os03g23830.1	564
10446	LOC_Os05g33980.1	564
10447	LOC_Os03g15440.1	564
10448	LOC_Os06g32010.1	564
10449	LOC_Os09g24080.1	564
10450	LOC_Os06g09630.1	564
10451	LOC_Os04g27630.1	564
10452	LOC_Os06g15870.1	564
10453	LOC_Os02g30050.1	564
10454	LOC_Os02g12760.1	564
10455	LOC_Os05g38550.1	564
10456	LOC_Os02g02480.3	564
10457	LOC_Os02g10270.1	564
10458	LOC_Os05g23380.1	564
10459	LOC_Os04g58450.1	564
10460	LOC_Os02g16960.1	564
10461	LOC_Os01g49670.1	564
10462	LOC_Os08g38210.4	564
10463	LOC_Os04g45770.1	564
10464	LOC_Os04g44960.1	564
10465	LOC_Os07g16650.1	564
10466	LOC_Os02g07570.1	564
10467	LOC_Os08g12470.1	564
10468	LOC_Os09g40040.1	564
10469	LOC_Os05g30610.1	564
10470	LOC_Os01g60440.1	564
10471	LOC_Os01g02650.1	564
10472	LOC_Os12g03720.1	564
10473	LOC_Os06g37040.1	564
10474	LOC_Os07g11800.1	564
10475	LOC_Os08g44520.3	564
10476	LOC_Os06g47800.1	562
10477	LOC_Os05g38570.1	562
10478	LOC_Os04g23870.1	562
10479	LOC_Os02g05630.2	562
10480	LOC_Os05g20510.1	562
10481	LOC_Os06g07380.1	562
10482	LOC_Os08g30010.1	562
10483	LOC_Os09g07680.1	562
10484	LOC_Os07g47740.1	562
10485	LOC_Os10g35412.1	562
10486	LOC_Os09g02020.1	562
10487	ChrSy.fgenesh.mRNA.87	562
10488	LOC_Os01g62020.2	562
10489	LOC_Os10g16720.1	562
10490	LOC_Os06g07530.1	562
10491	LOC_Os04g05520.1	562
10492	LOC_Os03g59700.1	562
10493	LOC_Os05g37380.1	562
10494	LOC_Os01g47170.1	562
10495	LOC_Os03g33530.1	562
10496	LOC_Os04g57350.1	562
10497	LOC_Os03g24270.1	562
10498	LOC_Os09g38550.1	562
10499	LOC_Os01g42970.1	562
10500	LOC_Os06g32050.1	562
10501	LOC_Os08g02470.1	562
10502	LOC_Os04g38700.1	562
10503	LOC_Os01g25880.1	562
10504	LOC_Os10g30260.1	562
10505	LOC_Os04g38700.2	562
10506	LOC_Os11g30530.1	562
10507	LOC_Os09g39680.1	562
10508	LOC_Os03g60920.1	562
10509	LOC_Os12g32380.1	562
10510	LOC_Os11g28270.1	562
10511	LOC_Os06g34990.1	562
10512	LOC_Os01g22750.1	562
10513	LOC_Os06g42300.1	562
10514	LOC_Os03g07030.1	562
10515	LOC_Os05g07400.1	562
10516	LOC_Os06g04000.1	562
10517	LOC_Os05g17120.1	562
10518	LOC_Os12g33330.1	562
10519	LOC_Os12g29190.1	562
10520	LOC_Os06g17820.1	562
10521	LOC_Os07g22750.1	562
10522	LOC_Os04g21270.1	562
10523	LOC_Os02g16940.1	560
10524	LOC_Os01g22420.1	560
10525	LOC_Os12g12700.1	560
10526	LOC_Os09g40050.1	560
10527	LOC_Os04g47080.1	560
10528	LOC_Os06g44500.1	560
10529	LOC_Os05g19540.1	560
10530	LOC_Os06g16320.1	560
10531	LOC_Os04g55970.2	560
10532	LOC_Os08g24650.1	560
10533	LOC_Os08g05120.1	560
10534	LOC_Os01g01260.1	560
10535	LOC_Os05g15990.1	560
10536	LOC_Os09g18520.1	560
10537	LOC_Os09g07860.1	560
10538	LOC_Os11g41760.1	560
10539	LOC_Os04g07510.1	560
10540	LOC_Os12g17510.1	560
10541	LOC_Os03g46220.1	560
10542	LOC_Os08g32060.1	560
10543	LOC_Os06g49480.1	560
10544	LOC_Os09g13750.1	560
10545	LOC_Os01g47030.1	560
10546	LOC_Os06g29300.1	560
10547	LOC_Os07g46690.1	560
10548	LOC_Os08g20370.1	560
10549	LOC_Os09g27420.2	560
10550	LOC_Os11g18770.2	560
10551	LOC_Os08g24870.1	560
10552	LOC_Os04g23310.1	560
10553	LOC_Os08g39694.3	560
10554	LOC_Os12g37340.1	560
10555	LOC_Os09g38550.2	560
10556	LOC_Os02g29210.3	560
10557	LOC_Os11g43370.1	560
10558	LOC_Os06g42190.1	560
10559	LOC_Os06g17150.1	560
10560	LOC_Os02g27820.1	560
10561	LOC_Os04g47160.1	560
10562	LOC_Os08g23310.1	560
10563	LOC_Os08g37605.1	560
10564	LOC_Os09g38550.5	560
10565	LOC_Os12g30310.1	560
10566	LOC_Os09g38550.4	560
10567	LOC_Os04g42570.1	558
10568	LOC_Os01g37940.1	558
10569	LOC_Os02g55910.1	558
10570	LOC_Os11g38990.1	558
10571	LOC_Os08g05590.1	558
10572	LOC_Os02g15990.1	558
10573	LOC_Os08g03510.1	558
10574	LOC_Os05g38060.1	558
10575	LOC_Os04g01030.1	558
10576	LOC_Os05g05000.1	558
10577	LOC_Os11g38990.3	558
10578	LOC_Os07g45650.1	558
10579	LOC_Os12g44000.2	558
10580	LOC_Os05g19900.1	558
10581	LOC_Os07g46880.1	558
10582	LOC_Os08g07420.1	558
10583	LOC_Os08g25940.1	558
10584	LOC_Os12g07650.1	558
10585	LOC_Os05g43230.1	558
10586	LOC_Os08g10710.1	558
10587	LOC_Os10g16860.1	558
10588	LOC_Os11g29074.1	558
10589	LOC_Os10g19130.1	558
10590	LOC_Os04g21310.1	558
10591	LOC_Os05g06870.1	558
10592	LOC_Os05g21100.1	558
10593	LOC_Os08g08550.1	558
10594	LOC_Os10g20020.1	558
10595	LOC_Os08g20350.1	558
10596	LOC_Os06g33750.1	558
10597	LOC_Os11g38990.2	558
10598	LOC_Os04g54260.1	558
10599	LOC_Os03g63630.1	558
10600	LOC_Os04g51230.1	558
10601	LOC_Os02g34830.1	558
10602	LOC_Os07g20210.1	558
10603	LOC_Os07g17630.1	558
10604	LOC_Os12g17740.1	558
10605	LOC_Os08g04130.1	558
10606	LOC_Os03g49510.1	558
10607	LOC_Os07g35050.1	558
10608	LOC_Os11g18770.1	558
10609	LOC_Os02g10080.2	558
10610	LOC_Os09g27420.1	558
10611	LOC_Os04g27230.1	558
10612	LOC_Os08g37605.2	556
10613	LOC_Os06g16230.1	556
10614	LOC_Os08g19650.1	556
10615	LOC_Os07g14050.1	556
10616	LOC_Os07g24310.1	556
10617	LOC_Os06g40260.1	556
10618	LOC_Os08g04780.1	556
10619	LOC_Os03g08624.1	556
10620	LOC_Os02g46240.1	556
10621	LOC_Os12g28470.1	556
10622	LOC_Os07g45020.1	556
10623	LOC_Os11g42630.1	556
10624	LOC_Os06g15510.1	556
10625	LOC_Os07g37340.1	556
10626	LOC_Os11g42140.1	556
10627	LOC_Os04g45000.4	556
10628	LOC_Os12g10180.1	556
10629	LOC_Os11g12420.1	556
10630	LOC_Os05g51770.1	556
10631	LOC_Os08g38440.1	556
10632	LOC_Os11g40060.1	556
10633	LOC_Os06g44210.1	556
10634	LOC_Os01g14050.1	556
10635	LOC_Os02g36220.1	556
10636	LOC_Os12g22830.1	556
10637	LOC_Os01g60190.2	556
10638	LOC_Os07g17580.1	556
10639	LOC_Os12g30360.1	556
10640	LOC_Os02g46880.1	556
10641	LOC_Os03g60380.1	556
10642	LOC_Os11g32620.1	556
10643	LOC_Os02g36140.2	556
10644	LOC_Os12g37460.1	556
10645	LOC_Os03g24360.1	556
10646	LOC_Os04g07300.1	556
10647	LOC_Os02g04150.1	556
10648	LOC_Os08g19350.1	556
10649	LOC_Os06g33549.1	556
10650	LOC_Os02g43390.1	556
10651	LOC_Os01g60190.1	556
10652	LOC_Os06g49480.2	556
10653	LOC_Os11g01920.1	556
10654	LOC_Os01g14050.2	556
10655	LOC_Os05g17100.1	556
10656	LOC_Os07g43750.1	556
10657	LOC_Os08g25110.1	556
10658	LOC_Os01g73790.1	556
10659	LOC_Os02g05630.4	556
10660	LOC_Os04g15610.1	556
10661	LOC_Os08g23110.1	554
10662	LOC_Os01g45590.1	554
10663	LOC_Os01g54860.1	554
10664	LOC_Os08g01580.1	554
10665	LOC_Os10g11430.1	554
10666	LOC_Os03g41438.1	554
10667	LOC_Os04g18410.1	554
10668	LOC_Os12g14939.1	554
10669	LOC_Os04g33460.1	554
10670	LOC_Os06g49910.1	554
10671	LOC_Os06g32110.1	554
10672	LOC_Os08g29930.1	554
10673	LOC_Os08g14550.1	554
10674	LOC_Os09g08750.1	554
10675	LOC_Os11g05130.2	554
10676	LOC_Os09g19650.1	554
10677	LOC_Os07g33370.1	554
10678	LOC_Os08g33570.1	554
10679	LOC_Os05g01400.1	554
10680	LOC_Os03g02350.1	554
10681	LOC_Os03g03210.1	554
10682	LOC_Os01g25679.1	554
10683	LOC_Os02g03030.1	554
10684	LOC_Os05g08870.1	554
10685	LOC_Os05g38460.1	554
10686	LOC_Os01g19000.1	554
10687	LOC_Os06g32870.1	554
10688	LOC_Os10g12740.1	554
10689	LOC_Os03g15160.1	554
10690	LOC_Os06g08140.1	554
10691	LOC_Os11g13410.1	554
10692	LOC_Os07g11590.1	554
10693	LOC_Os01g24630.1	554
10694	LOC_Os06g17750.1	554
10695	LOC_Os08g13750.1	554
10696	LOC_Os04g38180.1	554
10697	LOC_Os10g22570.1	554
10698	LOC_Os08g33590.1	554
10699	LOC_Os01g16714.1	554
10700	LOC_Os11g05130.1	552
10701	LOC_Os02g26690.1	552
10702	LOC_Os12g19920.1	552
10703	LOC_Os05g17570.1	552
10704	LOC_Os01g42970.2	552
10705	LOC_Os04g32490.2	552
10706	LOC_Os11g28530.3	552
10707	LOC_Os07g09240.1	552
10708	LOC_Os01g01850.1	552
10709	LOC_Os06g39600.1	552
10710	LOC_Os11g28530.1	552
10711	LOC_Os08g08770.1	552
10712	LOC_Os06g33430.1	552
10713	LOC_Os10g07582.1	552
10714	LOC_Os01g62244.3	552
10715	LOC_Os11g40450.1	552
10716	LOC_Os08g24990.1	552
10717	LOC_Os06g25880.1	552
10718	LOC_Os07g16910.1	552
10719	LOC_Os11g28530.2	552
10720	LOC_Os02g55560.1	552
10721	LOC_Os12g34650.1	552
10722	LOC_Os02g20210.1	552
10723	LOC_Os03g01018.1	552
10724	LOC_Os10g07596.1	552
10725	LOC_Os05g40420.2	552
10726	LOC_Os11g15090.1	552
10727	LOC_Os05g45800.1	552
10728	LOC_Os01g68860.1	552
10729	LOC_Os11g12460.1	552
10730	LOC_Os06g31540.1	552
10731	LOC_Os12g07120.1	552
10732	LOC_Os08g14470.1	552
10733	LOC_Os06g49970.2	552
10734	LOC_Os05g17630.1	552
10735	LOC_Os12g28920.1	552
10736	LOC_Os04g45110.1	550
10737	LOC_Os03g29520.1	550
10738	LOC_Os08g05490.1	550
10739	LOC_Os07g30320.1	550
10740	LOC_Os10g41650.1	550
10741	LOC_Os09g13710.1	550
10742	LOC_Os04g57550.1	550
10743	LOC_Os02g15594.1	550
10744	LOC_Os12g37640.2	550
10745	LOC_Os03g23860.1	550
10746	LOC_Os04g17440.1	550
10747	LOC_Os02g01180.2	550
10748	LOC_Os04g05200.1	550
10749	LOC_Os05g19550.1	550
10750	LOC_Os04g04900.1	550
10751	LOC_Os03g23840.1	550
10752	LOC_Os06g48300.1	550
10753	LOC_Os10g07460.1	550
10754	LOC_Os01g02530.1	550
10755	LOC_Os04g11880.1	550
10756	LOC_Os04g21320.1	550
10757	LOC_Os11g38090.1	550
10758	LOC_Os07g10080.1	550
10759	LOC_Os01g65260.1	550
10760	LOC_Os04g23550.1	550
10761	LOC_Os12g07350.1	550
10762	LOC_Os12g42980.1	550
10763	LOC_Os02g36220.2	550
10764	LOC_Os11g13459.1	550
10765	LOC_Os02g51880.1	550
10766	LOC_Os08g24560.1	550
10767	LOC_Os02g08544.1	550
10768	LOC_Os02g33910.1	550
10769	LOC_Os01g27320.1	550
10770	LOC_Os04g53160.1	549
10771	LOC_Os02g08364.1	548
10772	LOC_Os03g18150.1	548
10773	LOC_Os05g16690.1	548
10774	LOC_Os08g19650.2	548
10775	LOC_Os03g10030.1	548
10776	LOC_Os01g12860.1	548
10777	LOC_Os06g46950.1	548
10778	LOC_Os05g24170.1	548
10779	LOC_Os01g38180.1	548
10780	LOC_Os05g44730.1	548
10781	LOC_Os08g39540.1	548
10782	LOC_Os08g21280.1	548
10783	LOC_Os11g11500.1	548
10784	LOC_Os04g57590.2	548
10785	LOC_Os08g42140.1	548
10786	LOC_Os10g34120.1	548
10787	LOC_Os07g22410.1	548
10788	LOC_Os05g36120.1	548
10789	LOC_Os05g19850.1	548
10790	LOC_Os11g12200.1	548
10791	LOC_Os12g44000.1	548
10792	LOC_Os09g29930.1	548
10793	LOC_Os04g04160.1	548
10794	LOC_Os11g47430.1	548
10795	LOC_Os02g43920.1	548
10796	LOC_Os02g13580.1	548
10797	LOC_Os06g28100.1	548
10798	LOC_Os09g04070.1	548
10799	LOC_Os05g37434.1	548
10800	LOC_Os03g58390.1	548
10801	LOC_Os05g34630.1	548
10802	LOC_Os09g29330.1	548
10803	LOC_Os11g16820.1	548
10804	LOC_Os05g41700.1	548
10805	LOC_Os04g03470.1	548
10806	LOC_Os02g07540.1	548
10807	LOC_Os01g37070.1	548
10808	LOC_Os02g05630.1	548
10809	LOC_Os09g27180.1	548
10810	LOC_Os02g36264.1	548
10811	LOC_Os12g19770.1	548
10812	LOC_Os08g10120.1	546
10813	LOC_Os02g02050.1	546
10814	LOC_Os03g16530.1	546
10815	LOC_Os05g26000.1	546
10816	LOC_Os05g50970.1	546
10817	LOC_Os11g28270.3	546
10818	LOC_Os01g01420.1	546
10819	LOC_Os07g34570.2	546
10820	LOC_Os08g16180.1	546
10821	LOC_Os07g49290.1	546
10822	LOC_Os08g13800.1	546
10823	LOC_Os05g07350.1	546
10824	LOC_Os04g20350.1	546
10825	LOC_Os01g56010.1	546
10826	LOC_Os11g35680.1	546
10827	LOC_Os10g40540.1	546
10828	LOC_Os04g53280.1	546
10829	LOC_Os03g05620.1	546
10830	LOC_Os05g26230.1	546
10831	LOC_Os02g44180.1	546
10832	LOC_Os11g44730.1	546
10833	LOC_Os05g34090.1	546
10834	LOC_Os11g10170.1	546
10835	LOC_Os07g08190.1	546
10836	LOC_Os11g37820.1	546
10837	LOC_Os09g23920.1	546
10838	LOC_Os05g40420.1	546
10839	LOC_Os03g59500.1	546
10840	LOC_Os01g01420.3	546
10841	LOC_Os11g12410.1	546
10842	LOC_Os10g06290.1	546
10843	LOC_Os10g25890.1	546
10844	LOC_Os03g31650.1	546
10845	LOC_Os06g05359.1	546
10846	LOC_Os12g21640.1	546
10847	LOC_Os08g23070.1	544
10848	LOC_Os03g56530.1	544
10849	LOC_Os10g17560.1	544
10850	LOC_Os07g29390.2	544
10851	LOC_Os09g39290.1	544
10852	LOC_Os02g42750.1	544
10853	LOC_Os11g47190.1	544
10854	LOC_Os05g40870.1	544
10855	LOC_Os11g07790.1	544
10856	LOC_Os11g11760.1	544
10857	LOC_Os05g43240.2	544
10858	LOC_Os04g13820.1	544
10859	LOC_Os09g14800.1	544
10860	LOC_Os05g14110.1	544
10861	LOC_Os04g52000.1	544
10862	LOC_Os08g08870.1	544
10863	LOC_Os01g46760.1	544
10864	LOC_Os11g10900.1	544
10865	LOC_Os07g29390.1	544
10866	LOC_Os02g08544.2	544
10867	LOC_Os09g07660.2	544
10868	LOC_Os07g29390.3	544
10869	LOC_Os04g55480.1	544
10870	LOC_Os02g52316.1	544
10871	LOC_Os05g18760.1	544
10872	LOC_Os11g19060.1	544
10873	LOC_Os01g41690.1	544
10874	LOC_Os03g31240.1	544
10875	LOC_Os04g05160.1	544
10876	LOC_Os01g40050.1	544
10877	LOC_Os12g31070.1	544
10878	LOC_Os11g19830.1	544
10879	LOC_Os01g40050.2	544
10880	LOC_Os09g08340.1	544
10881	LOC_Os05g43240.1	544
10882	LOC_Os04g55480.2	544
10883	ChrUn.fgenesh.mRNA.52	544
10884	LOC_Os11g36380.1	544
10885	LOC_Os03g29980.2	544
10886	LOC_Os02g19620.1	544
10887	LOC_Os09g17390.1	544
10888	LOC_Os04g58200.2	544
10889	LOC_Os11g13820.1	544
10890	LOC_Os04g52240.1	544
10891	LOC_Os10g35370.1	544
10892	LOC_Os09g07660.1	544
10893	LOC_Os10g30832.1	543
10894	LOC_Os06g39600.2	542
10895	LOC_Os04g45400.1	542
10896	LOC_Os04g27540.1	542
